anchor_id,sku,sku_normalized,registry_match_type,registry_status,row,column,cell_id,bbox,column_role,orientation,confidence
sku_000197,GW 62 018 FH,GW62018FH,exact_normalized,confirmed,36,1,r0036c001,"[42.52000045776367, 517.5730387369791, 95.49500021849863, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000198,GW 62 018 H,GW62018H,exact_normalized,confirmed,36,2,r0036c002,"[95.49500021849863, 517.5730387369791, 148.47013810364126, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000199,GW 62 040 FH,GW62040FH,exact_normalized,confirmed,36,3,r0036c003,"[148.47013810364126, 517.5730387369791, 201.44556756555681, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000200,GW 62 040 H,GW62040H,exact_normalized,confirmed,36,4,r0036c004,"[201.44556756555681, 517.5730387369791, 254.42103184036344, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000201,GW 62 219 FH,GW62219FH,exact_normalized,confirmed,36,5,r0036c005,"[254.42103184036344, 517.5730387369791, 307.39612990159253, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000202,GW 62 219 H,GW62219H,exact_normalized,confirmed,36,6,r0036c006,"[307.39612990159253, 517.5730387369791, 360.3716057671441, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000203,GW 62 241 FH,GW62241FH,exact_normalized,confirmed,36,7,r0036c007,"[360.3716057671441, 517.5730387369791, 413.3470361472587, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000204,GW 62 241 H,GW62241H,exact_normalized,confirmed,36,8,r0036c008,"[413.3470361472587, 517.5730387369791, 466.322172416273, 526.64404296875]",sku_column,multiple_codes_in_row,1.0
sku_000205,GW 62 019 FH,GW62019FH,exact_normalized,confirmed,37,1,r0037c001,"[42.52000045776367, 526.64404296875, 95.49500021849863, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000206,GW 62 019 H,GW62019H,exact_normalized,confirmed,37,2,r0037c002,"[95.49500021849863, 526.64404296875, 148.47013810364126, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000207,GW 62 041 FH,GW62041FH,exact_normalized,confirmed,37,3,r0037c003,"[148.47013810364126, 526.64404296875, 201.44556756555681, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000208,GW 62 041 H,GW62041H,exact_normalized,confirmed,37,4,r0037c004,"[201.44556756555681, 526.64404296875, 254.42103184036344, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000209,GW 62 220 FH,GW62220FH,exact_normalized,confirmed,37,5,r0037c005,"[254.42103184036344, 526.64404296875, 307.39612990159253, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000210,GW 62 220 H,GW62220H,exact_normalized,confirmed,37,6,r0037c006,"[307.39612990159253, 526.64404296875, 360.3716057671441, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000211,GW 62 242 FH,GW62242FH,exact_normalized,confirmed,37,7,r0037c007,"[360.3716057671441, 526.64404296875, 413.3470361472587, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000212,GW 62 242 H,GW62242H,exact_normalized,confirmed,37,8,r0037c008,"[413.3470361472587, 526.64404296875, 466.322172416273, 544.7859090169271]",sku_column,multiple_codes_in_row,1.0
sku_000213,GW 62 020 FH,GW62020FH,exact_normalized,confirmed,38,1,r0038c001,"[42.52000045776367, 544.7859090169271, 95.49500021849863, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000214,GW 62 020 H,GW62020H,exact_normalized,confirmed,38,2,r0038c002,"[95.49500021849863, 544.7859090169271, 148.47013810364126, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000215,GW 62 042 FH,GW62042FH,exact_normalized,confirmed,38,3,r0038c003,"[148.47013810364126, 544.7859090169271, 201.44556756555681, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000216,GW 62 042 H,GW62042H,exact_normalized,confirmed,38,4,r0038c004,"[201.44556756555681, 544.7859090169271, 254.42103184036344, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000217,GW 62 221 FH,GW62221FH,exact_normalized,confirmed,38,5,r0038c005,"[254.42103184036344, 544.7859090169271, 307.39612990159253, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000218,GW 62 221 H,GW62221H,exact_normalized,confirmed,38,6,r0038c006,"[307.39612990159253, 544.7859090169271, 360.3716057671441, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000219,GW 62 243 FH,GW62243FH,exact_normalized,confirmed,38,7,r0038c007,"[360.3716057671441, 544.7859090169271, 413.3470361472587, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000220,GW 62 243 H,GW62243H,exact_normalized,confirmed,38,8,r0038c008,"[413.3470361472587, 544.7859090169271, 466.322172416273, 562.9274337203415]",sku_column,multiple_codes_in_row,1.0
sku_000221,GW 62 718 H,GW62718H,exact_normalized,confirmed,39,2,r0039c002,"[95.49500021849863, 562.9274337203415, 148.47013810364126, 571.9981282552084]",sku_column,multiple_codes_in_row,1.0
sku_000222,GW 62 752 H,GW62752H,exact_normalized,confirmed,39,4,r0039c004,"[201.44556756555681, 562.9274337203415, 254.42103184036344, 571.9981282552084]",sku_column,multiple_codes_in_row,1.0
sku_000223,GW 62 818 H,GW62818H,exact_normalized,confirmed,39,6,r0039c006,"[307.39612990159253, 562.9274337203415, 360.3716057671441, 571.9981282552084]",sku_column,multiple_codes_in_row,1.0
sku_000224,GW 62 852 H,GW62852H,exact_normalized,confirmed,39,8,r0039c008,"[413.3470361472587, 562.9274337203415, 466.322172416273, 571.9981282552084]",sku_column,multiple_codes_in_row,1.0
sku_000225,GW 62 021 H,GW62021H,exact_normalized,confirmed,40,2,r0040c002,"[95.49500021849863, 571.9981282552084, 148.47013810364126, 581.0690714518229]",sku_column,multiple_codes_in_row,1.0
sku_000226,GW 62 043 H,GW62043H,exact_normalized,confirmed,40,4,r0040c004,"[201.44556756555681, 571.9981282552084, 254.42103184036344, 581.0690714518229]",sku_column,multiple_codes_in_row,1.0
sku_000227,GW 62 222 H,GW62222H,exact_normalized,confirmed,40,6,r0040c006,"[307.39612990159253, 571.9981282552084, 360.3716057671441, 581.0690714518229]",sku_column,multiple_codes_in_row,1.0
sku_000228,GW 62 244 H,GW62244H,exact_normalized,confirmed,40,8,r0040c008,"[413.3470361472587, 571.9981282552084, 466.322172416273, 581.0690714518229]",sku_column,multiple_codes_in_row,1.0
sku_000229,GW 62 022 H,GW62022H,exact_normalized,confirmed,41,2,r0041c002,"[95.49500021849863, 581.0690714518229, 148.47013810364126, 590.1400146484375]",sku_column,multiple_codes_in_row,1.0
sku_000230,GW 62 044 H,GW62044H,exact_normalized,confirmed,41,4,r0041c004,"[201.44556756555681, 581.0690714518229, 254.42103184036344, 590.1400146484375]",sku_column,multiple_codes_in_row,1.0
sku_000231,GW 62 223 H,GW62223H,exact_normalized,confirmed,41,6,r0041c006,"[307.39612990159253, 581.0690714518229, 360.3716057671441, 590.1400146484375]",sku_column,multiple_codes_in_row,1.0
sku_000232,GW 62 245 H,GW62245H,exact_normalized,confirmed,41,8,r0041c008,"[413.3470361472587, 581.0690714518229, 466.322172416273, 590.1400146484375]",sku_column,multiple_codes_in_row,1.0
sku_000233,GW 62 719 H,GW62719H,exact_normalized,confirmed,42,2,r0042c002,"[95.49500021849863, 590.1400146484375, 148.47013810364126, 599.2109781901041]",sku_column,multiple_codes_in_row,1.0
sku_000234,GW 62 753 H,GW62753H,exact_normalized,confirmed,42,4,r0042c004,"[201.44556756555681, 590.1400146484375, 254.42103184036344, 599.2109781901041]",sku_column,multiple_codes_in_row,1.0
sku_000235,GW 62 819 H,GW62819H,exact_normalized,confirmed,42,6,r0042c006,"[307.39612990159253, 590.1400146484375, 360.3716057671441, 599.2109781901041]",sku_column,multiple_codes_in_row,1.0
sku_000236,GW 62 853 H,GW62853H,exact_normalized,confirmed,42,8,r0042c008,"[413.3470361472587, 590.1400146484375, 466.322172416273, 599.2109781901041]",sku_column,multiple_codes_in_row,1.0
sku_000237,GW 62 720 H,GW62720H,exact_normalized,confirmed,43,2,r0043c002,"[95.49500021849863, 599.2109781901041, 148.47013810364126, 608.2818852177372]",sku_column,multiple_codes_in_row,1.0
sku_000238,GW 62 754 H,GW62754H,exact_normalized,confirmed,43,4,r0043c004,"[201.44556756555681, 599.2109781901041, 254.42103184036344, 608.2818852177372]",sku_column,multiple_codes_in_row,1.0
sku_000239,GW 62 820 H,GW62820H,exact_normalized,confirmed,43,6,r0043c006,"[307.39612990159253, 599.2109781901041, 360.3716057671441, 608.2818852177372]",sku_column,multiple_codes_in_row,1.0
sku_000240,GW 62 854 H,GW62854H,exact_normalized,confirmed,43,8,r0043c008,"[413.3470361472587, 599.2109781901041, 466.322172416273, 608.2818852177372]",sku_column,multiple_codes_in_row,1.0
sku_000241,GW 62 721 H,GW62721H,exact_normalized,confirmed,44,2,r0044c002,"[95.49500021849863, 608.2818852177372, 148.47013810364126, 617.3528849283854]",sku_column,multiple_codes_in_row,1.0
sku_000242,GW 62 755 H,GW62755H,exact_normalized,confirmed,44,4,r0044c004,"[201.44556756555681, 608.2818852177372, 254.42103184036344, 617.3528849283854]",sku_column,multiple_codes_in_row,1.0
sku_000243,GW 62 821 H,GW62821H,exact_normalized,confirmed,44,6,r0044c006,"[307.39612990159253, 608.2818852177372, 360.3716057671441, 617.3528849283854]",sku_column,multiple_codes_in_row,1.0
sku_000244,GW 62 855 H,GW62855H,exact_normalized,confirmed,44,8,r0044c008,"[413.3470361472587, 608.2818852177372, 466.322172416273, 617.3528849283854]",sku_column,multiple_codes_in_row,1.0
sku_000245,GW 62 722 H,GW62722H,exact_normalized,confirmed,45,2,r0045c002,"[95.49500021849863, 617.3528849283854, 148.47013810364126, 626.4238484700521]",sku_column,multiple_codes_in_row,1.0
sku_000246,GW 62 756 H,GW62756H,exact_normalized,confirmed,45,4,r0045c004,"[201.44556756555681, 617.3528849283854, 254.42103184036344, 626.4238484700521]",sku_column,multiple_codes_in_row,1.0
sku_000247,GW 62 822 H,GW62822H,exact_normalized,confirmed,45,6,r0045c006,"[307.39612990159253, 617.3528849283854, 360.3716057671441, 626.4238484700521]",sku_column,multiple_codes_in_row,1.0
sku_000248,GW 62 856 H,GW62856H,exact_normalized,confirmed,45,8,r0045c008,"[413.3470361472587, 617.3528849283854, 466.322172416273, 626.4238484700521]",sku_column,multiple_codes_in_row,1.0
sku_000249,GW 62 723 H,GW62723H,exact_normalized,confirmed,46,2,r0046c002,"[95.49500021849863, 626.4238484700521, 148.47013810364126, 635.4944661458334]",sku_column,multiple_codes_in_row,1.0
sku_000250,GW 62 757 H,GW62757H,exact_normalized,confirmed,46,4,r0046c004,"[201.44556756555681, 626.4238484700521, 254.42103184036344, 635.4944661458334]",sku_column,multiple_codes_in_row,1.0
sku_000251,GW 62 823 H,GW62823H,exact_normalized,confirmed,46,6,r0046c006,"[307.39612990159253, 626.4238484700521, 360.3716057671441, 635.4944661458334]",sku_column,multiple_codes_in_row,1.0
sku_000252,GW 62 857 H,GW62857H,exact_normalized,confirmed,46,8,r0046c008,"[413.3470361472587, 626.4238484700521, 466.322172416273, 635.4944661458334]",sku_column,multiple_codes_in_row,1.0
sku_000253,GW 62 724 H,GW62724H,exact_normalized,confirmed,47,2,r0047c002,"[95.49500021849863, 635.4944661458334, 148.47013810364126, 644.5650634765625]",sku_column,multiple_codes_in_row,1.0
sku_000254,GW 62 758 H,GW62758H,exact_normalized,confirmed,47,4,r0047c004,"[201.44556756555681, 635.4944661458334, 254.42103184036344, 644.5650634765625]",sku_column,multiple_codes_in_row,1.0
sku_000255,GW 62 824 H,GW62824H,exact_normalized,confirmed,47,6,r0047c006,"[307.39612990159253, 635.4944661458334, 360.3716057671441, 644.5650634765625]",sku_column,multiple_codes_in_row,1.0
sku_000256,GW 62 858 H,GW62858H,exact_normalized,confirmed,47,8,r0047c008,"[413.3470361472587, 635.4944661458334, 466.322172416273, 644.5650634765625]",sku_column,multiple_codes_in_row,1.0
sku_000257,GW 62 725 H,GW62725H,exact_normalized,confirmed,48,2,r0048c002,"[95.49500021849863, 644.5650634765625, 148.47013810364126, 653.6360270182291]",sku_column,multiple_codes_in_row,1.0
sku_000258,GW 62 759 H,GW62759H,exact_normalized,confirmed,48,4,r0048c004,"[201.44556756555681, 644.5650634765625, 254.42103184036344, 653.6360270182291]",sku_column,multiple_codes_in_row,1.0
sku_000259,GW 62 825 H,GW62825H,exact_normalized,confirmed,48,6,r0048c006,"[307.39612990159253, 644.5650634765625, 360.3716057671441, 653.6360270182291]",sku_column,multiple_codes_in_row,1.0
sku_000260,GW 62 859 H,GW62859H,exact_normalized,confirmed,48,8,r0048c008,"[413.3470361472587, 644.5650634765625, 466.322172416273, 653.6360270182291]",sku_column,multiple_codes_in_row,1.0
sku_000261,GW 62 726 H,GW62726H,exact_normalized,confirmed,49,2,r0049c002,"[95.49500021849863, 653.6360270182291, 148.47013810364126, 662.70703125]",sku_column,multiple_codes_in_row,1.0
sku_000262,GW 62 760 H,GW62760H,exact_normalized,confirmed,49,4,r0049c004,"[201.44556756555681, 653.6360270182291, 254.42103184036344, 662.70703125]",sku_column,multiple_codes_in_row,1.0
sku_000263,GW 62 826 H,GW62826H,exact_normalized,confirmed,49,6,r0049c006,"[307.39612990159253, 653.6360270182291, 360.3716057671441, 662.70703125]",sku_column,multiple_codes_in_row,1.0
sku_000264,GW 62 860 H,GW62860H,exact_normalized,confirmed,49,8,r0049c008,"[413.3470361472587, 653.6360270182291, 466.322172416273, 662.70703125]",sku_column,multiple_codes_in_row,1.0
sku_000265,GW 62 727 H,GW62727H,exact_normalized,confirmed,50,2,r0050c002,"[95.49500021849863, 662.70703125, 148.47013810364126, 671.7779541015625]",sku_column,multiple_codes_in_row,1.0
sku_000266,GW 62 761 H,GW62761H,exact_normalized,confirmed,50,4,r0050c004,"[201.44556756555681, 662.70703125, 254.42103184036344, 671.7779541015625]",sku_column,multiple_codes_in_row,1.0
sku_000267,GW 62 827 H,GW62827H,exact_normalized,confirmed,50,6,r0050c006,"[307.39612990159253, 662.70703125, 360.3716057671441, 671.7779541015625]",sku_column,multiple_codes_in_row,1.0
sku_000268,GW 62 861 H,GW62861H,exact_normalized,confirmed,50,8,r0050c008,"[413.3470361472587, 662.70703125, 466.322172416273, 671.7779541015625]",sku_column,multiple_codes_in_row,1.0
sku_000269,GW 62 728 H,GW62728H,exact_normalized,confirmed,51,2,r0051c002,"[95.49500021849863, 671.7779541015625, 148.47013810364126, 680.8488972981771]",sku_column,multiple_codes_in_row,1.0
sku_000270,GW 62 762 H,GW62762H,exact_normalized,confirmed,51,4,r0051c004,"[201.44556756555681, 671.7779541015625, 254.42103184036344, 680.8488972981771]",sku_column,multiple_codes_in_row,1.0
sku_000271,GW 62 828 H,GW62828H,exact_normalized,confirmed,51,6,r0051c006,"[307.39612990159253, 671.7779541015625, 360.3716057671441, 680.8488972981771]",sku_column,multiple_codes_in_row,1.0
sku_000272,GW 62 862 H,GW62862H,exact_normalized,confirmed,51,8,r0051c008,"[413.3470361472587, 671.7779541015625, 466.322172416273, 680.8488972981771]",sku_column,multiple_codes_in_row,1.0
sku_000273,GW 62 729 H,GW62729H,exact_normalized,confirmed,52,2,r0052c002,"[95.49500021849863, 680.8488972981771, 148.47013810364126, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000274,GW 62 128 H,GW62128H,exact_normalized,confirmed,52,4,r0052c004,"[201.44556756555681, 680.8488972981771, 254.42103184036344, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000275,GW 62 829 H,GW62829H,exact_normalized,confirmed,52,6,r0052c006,"[307.39612990159253, 680.8488972981771, 360.3716057671441, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000276,GW 62 283 H,GW62283H,exact_normalized,confirmed,52,8,r0052c008,"[413.3470361472587, 680.8488972981771, 466.322172416273, 689.9198608398438]",sku_column,multiple_codes_in_row,1.0
sku_000277,GW 62 730 H,GW62730H,exact_normalized,confirmed,53,2,r0053c002,"[95.49500021849863, 689.9198608398438, 148.47013810364126, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000278,GW 62 763 H,GW62763H,exact_normalized,confirmed,53,4,r0053c004,"[201.44556756555681, 689.9198608398438, 254.42103184036344, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000279,GW 62 830 H,GW62830H,exact_normalized,confirmed,53,6,r0053c006,"[307.39612990159253, 689.9198608398438, 360.3716057671441, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000280,GW 62 863 H,GW62863H,exact_normalized,confirmed,53,8,r0053c008,"[413.3470361472587, 689.9198608398438, 466.322172416273, 698.990478515625]",sku_column,multiple_codes_in_row,1.0
sku_000281,GW 62 731 H,GW62731H,exact_normalized,confirmed,54,2,r0054c002,"[95.49500021849863, 698.990478515625, 148.47013810364126, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000282,GW 62 764 H,GW62764H,exact_normalized,confirmed,54,4,r0054c004,"[201.44556756555681, 698.990478515625, 254.42103184036344, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000283,GW 62 831 H,GW62831H,exact_normalized,confirmed,54,6,r0054c006,"[307.39612990159253, 698.990478515625, 360.3716057671441, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000284,GW 62 864 H,GW62864H,exact_normalized,confirmed,54,8,r0054c008,"[413.3470361472587, 698.990478515625, 466.322172416273, 708.0611165364584]",sku_column,multiple_codes_in_row,1.0
sku_000285,GW 62 732 H,GW62732H,exact_normalized,confirmed,55,2,r0055c002,"[95.49500021849863, 708.0611165364584, 148.47013810364126, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000286,GW 62 765 H,GW62765H,exact_normalized,confirmed,55,4,r0055c004,"[201.44556756555681, 708.0611165364584, 254.42103184036344, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000287,GW 62 832 H,GW62832H,exact_normalized,confirmed,55,6,r0055c006,"[307.39612990159253, 708.0611165364584, 360.3716057671441, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000288,GW 62 865 H,GW62865H,exact_normalized,confirmed,55,8,r0055c008,"[413.3470361472587, 708.0611165364584, 466.322172416273, 717.132080078125]",sku_column,multiple_codes_in_row,1.0
sku_000289,GW 62 733 H,GW62733H,exact_normalized,confirmed,56,2,r0056c002,"[95.49500021849863, 717.132080078125, 148.47013810364126, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000290,GW 62 766 H,GW62766H,exact_normalized,confirmed,56,4,r0056c004,"[201.44556756555681, 717.132080078125, 254.42103184036344, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000291,GW 62 833 H,GW62833H,exact_normalized,confirmed,56,6,r0056c006,"[307.39612990159253, 717.132080078125, 360.3716057671441, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000292,GW 62 866 H,GW62866H,exact_normalized,confirmed,56,8,r0056c008,"[413.3470361472587, 717.132080078125, 466.322172416273, 726.2030029296875]",sku_column,multiple_codes_in_row,1.0
sku_000293,GW 62 734 H,GW62734H,exact_normalized,confirmed,57,2,r0057c002,"[95.49500021849863, 726.2030029296875, 148.47013810364126, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000294,GW 62 767 H,GW62767H,exact_normalized,confirmed,57,4,r0057c004,"[201.44556756555681, 726.2030029296875, 254.42103184036344, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000295,GW 62 834 H,GW62834H,exact_normalized,confirmed,57,6,r0057c006,"[307.39612990159253, 726.2030029296875, 360.3716057671441, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
sku_000296,GW 62 867 H,GW62867H,exact_normalized,confirmed,57,8,r0057c008,"[413.3470361472587, 726.2030029296875, 466.322172416273, 735.2740042550223]",sku_column,multiple_codes_in_row,1.0
